Sentiment,Tweet
neutral,@SouthwestAir Can my wife's RR points be transferred to my RR account?
neutral,@JetBlue if i ask ask the pilot will he tell me the name of our aiecraft
negative,@united Tried filling out the status match form and got hit with an error message. How can I tell if it went through? http://t.co/JbDkxd6eFz
negative,@USAirways and no offers to provide us with a hotel or anything for a flight that is over 19 hours away!
negative,"@JetBlue flight 894, first officer not even at the airport wow!!!!!! Unreal, staff waited until we all boarded to announce we are delayed."
negative,@AmericanAir its pulling away from gate to get your departure time then leaving us on tarmac claiming power issues that magically repaired
negative,@SouthwestAir @dultch97 kid just wants fucking money #scumbag
negative,@usairways #usairways #unacceptable #holdtime REALLY?! http://t.co/UPp41AbxrQ
neutral,"@united getting ready to book a flight to San Juan. Was wondering, Does United waive baggage fees for military personnel. Thanks."
negative,@AmericanAir my flight is Cancelled Flightled and we can only call in but you aren't accepting calls? How do I reschedule my flight?
negative,@USAirways at which point in told they have sold my voucher because I wasn't fast enough
neutral,"@jetblue We'd love to help Shanese Bryant-Melton, a hard-working grandmother from DC, go to Miami. It's on her bucket list. #flyitforward"
positive,@USAirways Oh well. I'll get to Cancun eventually.
negative,@united Can you please follow for a Dm on a missing bag?
negative,@USAirways why the hell did you overbook a plane when you knew people actually had seat assignments. #inept #uncaring #piss poorplanning
negative,@united I don't need to make any changes. I reserved my seats when I bought my tickets and there was an error &amp; now there are no comp seats
negative,@USAirways who's in charge of your company? My wife missed her connection to CA you sent her luggage on another flight
neutral,"@SouthwestAir unfortunately no, it's my lack of status that's the big problem. My company policy forces me to buy the cheapest tickets"
neutral,@usairways &amp; @AmericanAir planes in #grandcayman http://t.co/GX7QbtckBr
negative,"@USAirways when I told csr I would close acct, he couldn't care less"
negative,@united flight 1219. My frustration boiled over after dealing with attendant. Her attitude was ridiculous.
neutral,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/D1eRGPdWsJ
positive,@SouthwestAir rocks! Open letter to flight attendant. http://t.co/zFrOINPSzI  &lt; my child was inspired.  Thank you.
negative,@AmericanAir they don't even give an option to hold.. Just say lines are busy Plz try Late Flightr
negative,@USAirways What is happening at Reagan Airport DCA? Long lines and four people working checkIn! #unhappy #DCA
negative,@USAirways care to elaborate on why CHA to DCA is Cancelled Flightled this evening?
positive,@JetBlue 2324 from Orlando to Dca ! And my awesome flight attendant is Robert!
positive,@SouthwestAir Customer Centricity is knowing people #ANAMarketers
positive,@SouthwestAir Thank you!
negative,"@VirginAmerica your mobile site is broken, shows 
""{{header.elevateUser.numOfPointsAvailable || '0' | number}} Points"", won't let me checkin"
neutral,"@southwestair *any site*?   gmail, facebook, etc."
neutral,"@AmericanAir Ps, I was right."
negative,@USAirways ticket counter people here are not helping and just want to charge more money even after this horrible day.
negative,@SouthwestAir We've been sitting at the gate for two hours waiting for bags to be loaded... I'm telling Herb.
negative,@USAirways not patient - originally 11:51 and now 4:41.
neutral,@JetBlue need flight to ATH from PDX. Do you coordinate with other airlines?
negative,"@JetBlue I hope your customer service reps are as reliable/friendly as they usually are, so far you are not living up to your + rep/exper."
negative,@AmericanAir LITERALLY just told me they'd rather have an empty seat than my mom get to come earlier &amp; take me to Dr. appointment. WOW
negative,"@USAirways my friends are stuck at KPHL and not getting any help from anyone, can you guys contact them please?"
negative,@united i did but i got nothing from it. Just dissapointment =(
positive,@USAirways Shavon at customer service desk in Charlotte was fantastic! So helpful and smiling evn after what sounds like long day.Reward her
neutral,@JetBlue: Our fleet's on fleek. http://t.co/XASPqDsqhE
negative,"@united diverged to Burlington, Vermont. This sucks."
positive,@united can Cancelled Flight my flight anytime if this is where they keep me for the night.. http://t.co/avRTOWTyzk
negative,"@AmericanAir lies,lies,lies.  Worst travel experience of my life. Day 2 no clothes on vaca.  #lostluggage #unprofessional #pit #mia"
negative,@JetBlue case making jackass out me we not allowed do favor say?get right care less!me no out of vacation now true see!am!peter scott
negative,"@AmericanAir
 Your response could have made all the difference. It could have made the situation better. NO TRUST...GET LOST like my bag."
negative,@AmericanAir 1416 Cancelled Flightled? Can't get out for two days? No explanation?
negative,@SouthwestAir Been sitting outside our gate for 30 mins at LGA. Why no move to another gate? We'e baking on this plane!?! flight #3415
neutral,@JetBlue Thank you.
positive,"@SouthwestAir Hi! I just saw a Black History month commercial on TV &amp; Im excited! In support of this month,will you all grant me 1 free trip"
negative,"@USAirways it MIGHT have went through. No confirmation. ""Please wait"" then same form."
negative,@united accordingly? U dont respond at all
positive,@united will do. Just need to get CVG.... and my bag too. Thanks
positive,@USAirways KUDOS to your phone support and Charlotte gate staff!
negative,@united no tag number. Luggage was taken off the weigh scale and appears to have been sent off on conveyor belt without any tag...
negative,@united I think we both have the same status (nothing). I think there was a bug in your search system.
negative,"@USAirways  I open the credit card and earn 44,000+ miles, and you wont' credit the miles to my account to restore the forfeited miles"
negative,".@USAirways worst experience of all time. Will never, ever, ever travel with you again. EVER"
negative,@united roundtrip to London on @Delta ? I think I will! FYI that's another $1k you just lost. #moneynotspentonunited #unfriendlyskies
neutral,@AmericanAir what's the status of flight 1357 out of sju?
negative,@SouthwestAir I did but it only shows one flight one way. When I try to go to the home page and book roundtrip there's nothing available :(
negative,@USAirways has the most ass backwards process for using credits on flights. even trying to get a hold of customer relations is impossible
positive,"@united Thank you but the person in Houston could only get me a flight routing through Newark, NJ and I'm going to SFO"
negative,@united It is all good -- your 1K team has been nothing short of amazing with everything.
negative,@USAirways Thks 4 tip. Seems like a workaround rather than a customer-friendly solution. They should have an easily accessible email.
negative,"@united yep, after long waiting on the phone we managed to rebook it. Hope it will be a pleasent one. Thanks for ur help."
positive,@AmericanAir Aww Thanks AA..DFW was on GMA up here this AM..so i understand ..Btw A.A is my Airline when im able to trv..Love you guys.:)
negative,@AmericanAir I Cancelled Flightled my ticket and is taking two months ++ to refund and still waiting!
negative,@united I'll be sending/posting complete details of the circumstances surrounding this matter.  United airlines should be ashamed.
negative,@united Why did you load us in this flying sardine can if you knew the pilots were 2 hours Late Flight?? #incompetent beyond belief
negative,@AmericanAir if this is how you guys work then i will never fly with you guys again.
negative,"@AmericanAir Flight for tomorrow has already been Cancelled Flightled, what do I do now?"
neutral,@united How much is baggage check for International flights?
negative,@AmericanAir #AmericanAirlines says most bags left in Miami have been returned following mechanical glitch &gt;&gt; http://t.co/Ib8kyjBCJM
